uuid	pred_text	text	cer
0008156e-f77a-458d-a11b-fcd88cec88e4	天猫精灵来碗红枣燕麦养胃粥吧热乎的	天猫精灵来碗红枣燕麦养胃粥吧热乎的	0.0
0009d1c2-b37b-49c6-bfd5-be97d1f05819	天猫精灵要那个鲜虾皮蛋瘦肉养生粥	天猫精灵要那个鲜虾皮蛋瘦肉养生粥	0.0
000c5a2b-a6ff-4d80-8c39-f68cc0ead7cd	天猫精灵要份家常土豆丝	天猫精灵要份家常土豆丝	0.0
000dd68d-e1c9-4da7-9ba0-bb7f88b332a4	要个青椒肉丝小炒吧	要个青椒肉丝小炒吧	0.0
001c1314-67fe-4413-baca-0d4b8c3db531	推荐点家常的	推荐点家常的	0.0
001fc5e5-4151-495a-bdfe-84829c24f4c9	天猫精灵来碗西红柿鸡蛋浇头饭	天猫精灵来碗西红柿鸡蛋浇头饭	0.0
0020dc53-2b17-42e6-8a0c-46136ac5e274	天猫精灵来碗红枣黑米粥热乎养胃的	天猫精灵来碗红枣黑米粥热乎养胃的	0.0
0038519d-9dd7-4025-88ef-5dda53070eb9	天猫精灵来碗西红柿蛋花汤吧	天猫精灵来碗西红柿蛋花汤吧	0.0
0038ca28-ccd6-4e4d-a8bc-4c99bc1c3c74	天猫精灵要那个暖心私房小疙瘩汤吧	天猫精灵要那个暖心私房小疙瘩汤吧	0.0
003f6449-32ed-403d-9498-3d41c08c6c92	要个虾米香煎蛋吧	要个虾米香煎蛋吧	0.0
003fd0f0-6e21-4c18-93f7-9fcc2a984e63	天猫精灵来份冬瓜炖排骨汤吧	天猫精灵来份冬瓜炖排骨汤吧	0.0
0040a8d2-3b50-44c2-bb8d-0f1d3fd9476f	要那个暖心养胃的小米粥吧	要那个暖心养胃的小米粥吧	0.0
0042de2f-6138-4f19-92c5-d8823479a3fc	天猫精灵麻烦来一份山药核桃莲子养胃粥	天猫精灵麻烦来一份山药核桃莲子养胃粥	0.0
0046e9ed-8c26-4714-9209-5b48a221da46	要份暖胃南瓜小米粥吧	要份暖胃南瓜小米粥吧	0.0
0048eeb1-db1c-4a83-860f-3069216f3aa1	天猫精灵来碗家常番茄炒饭吧	天猫精灵要个家常青菜豆腐汤吧	0.5
0053a16e-4d65-4ab6-9821-2e48d6d94135	天猫精灵来碗热乎的皮蛋热肉粥暖暖胃	天猫精灵来碗热乎的皮蛋瘦肉粥暖暖胃	0.0588
0053c4bd-cc01-4086-acd8-26c20e1bc6dc	天猫精灵来碗红枣山药养胃粥吧	天猫精灵来碗红枣山药养胃粥吧	0.0
005a8eba-685c-4eba-8168-bb6ab2c30b3b	要一碗热乎的皮蛋瘦肉滚粥吧	要一碗热乎的皮蛋瘦肉滚粥吧	0.0
0060d597-9600-4b47-949d-e798f94ba47c	天猫精灵有没有软糯的	天猫精灵有没有软糯的	0.0
0066752a-3c26-4c46-b3a3-50c87cc1989e	天猫精灵来点家常味道	天猫精灵来点家常味道	0.0
00811d5b-1286-425b-8c4e-219fb69556e8	来碗热乎的皮蛋瘦肉粥吧	来碗热乎的皮蛋瘦肉粥吧	0.0
008efd90-8301-4c13-809c-b283ce887f98	天猫精灵来碗热乎的招牌八宝粥	天猫精灵来碗热乎的招牌八宝粥	0.0
008f96c3-a069-47e4-aa16-ac6c188bba3f	天猫精灵要碗西红柿蛋花汤吧	天猫精灵要碗西红柿蛋花汤吧	0.0
0090fc3f-5501-4c7e-8163-c32d02a3d5b8	天猫精灵来碗萝卜鲫鱼汤热乎的	天猫精灵来碗萝卜鲫鱼汤热乎的	0.0
0093158f-acd4-4c69-a357-65c97a236a0d	阿拉要一份素浇头烩面哦里厢多摆点鲜得烂点浇头米要煨得软扑扑额牙口勿来赛呀	阿拉要一份素浇头煨面哦里厢多摆点鲜得来滴浇头面要煨得软扑扑额牙口伐来赛呀	0.1389
0095d8f3-61cc-40fe-9012-097e2f5e2bf1	天猫精灵要碗虾皮紫菜鲜汤吧	天猫精灵要碗虾皮紫菜鲜汤吧	0.0
009691ad-0159-4893-85a6-90d167fc26b3	天猫精灵要碗热乎的皮蛋瘦肉粥	天猫精灵要碗热乎的皮蛋瘦肉粥	0.0
