uuid	pred_text	text	cer
3fb4e666-6d5f-49c7-bd76-c21c6194b24f	天猫精灵来份酸辣脆土豆丝吧	天猫精灵来份酸辣脆土豆丝吧	0.0
3fb65042-30a4-4248-9b15-16b99dc8b944	天猫精灵不入豪门假总裁假戏真做	天猫精灵播放豪门假总裁假戏真做	0.1333
3fb651f5-eb72-4215-a1ac-3c7df02b5be7	天猫精灵来份清炒脆嫩的空心菜	天猫精灵来份清炒脆嫩的空心菜	0.0
3fb674fe-acce-4c3e-bcde-3e5639fab2d0	天猫精灵霏贝群叫是什么声音	天猫精灵狒狒群叫是什么声音	0.1538
3fb861ec-4825-47f4-9256-2061d961b49e	天猫精灵要个菌菇丸子汤吧	天猫精灵要个菌菇丸子汤吧	0.0
3fb9ad4a-6d84-4aec-9c51-b32403493a1a	天猫精灵我想听放狗屁的声音	声音天猫精灵我想听放狗屁的声音	0.1333
3fb9d971-cda1-4bd9-b980-b27fa904066b	天猫精灵来碗红枣红豆养生粥吧	天猫精灵来碗红枣红豆养胃粥吧	0.0714
3fba7e2b-3f76-44da-b330-34a82f029ff0	天猫精灵来点家常味道	天猫精灵来点家常味道	0.0
3fbac205-67d3-45e8-8316-a791c0700b31	天猫精灵取消每日的抖音热歌播放	天猫精灵取消每日的抖音热歌播放	0.0
3fbce181-960f-436a-8fe3-ec8f00eb0867	天猫精灵来份青菜小炒粉吧	天猫精灵要个鸡蛋青菜小炒粉吧	0.2857
3fbcea76-3ddd-4789-abe3-e5d68685d6b9	我想听大庆小芳的夜夜夜未归	我想听大庆小芳的夜夜夜未归	0.0
3fbd4c14-15e1-4cc2-8337-cdc3442b9605	天猫精灵要个橄榄油炒蘑菇吧	天猫精灵要个橄榄油炒蘑菇吧	0.0
3fbf4000-6884-49e0-b107-402a5dae54d9	天猫精灵来份热乎小白菜豆腐汤	天猫精灵来份热乎小白菜豆腐汤	0.0
3fc0c568-3f4d-490e-ab9c-9e7ce95df018	天猫精灵来份家常小油菜清淡的	天猫精灵来份家常小油菜清淡的	0.0
3fc10f54-6f68-4d5c-a630-a1b2951ac1f6	天猫精灵将灯的颜色调成白色	天猫精灵将灯的颜色调成白色	0.0
3fc2624e-aff2-458a-ae40-e32e1bb8e073	天猫精灵来碗山药排骨粥养养胃	天猫精灵来碗山药排骨粥养养胃	0.0
3fc2f59d-b4bf-4232-9aab-1f70cead63c3	我想听尚士达的别忘了	我想听尚士达的别忘了	0.0
3fc66bef-f1db-4d3c-96ce-97e9365cd0ff	天猫精灵来份小鸡蘑菇炖粉汤吧	天猫精灵来份小鸡蘑菇炖粉条吧	0.0714
3fc717e6-9cf3-4b35-a5a2-c593aa52244a	豆角焖面怎么做	豆角焖面怎么做	0.0
